"","LearningPlatformUsefulnessArxiv","LearningPlatformUsefulnessBlogs","LearningPlatformUsefulnessCollege","LearningPlatformUsefulnessCompany","LearningPlatformUsefulnessConferences","LearningPlatformUsefulnessFriends","LearningPlatformUsefulnessKaggle","LearningPlatformUsefulnessNewsletters","LearningPlatformUsefulnessCommunities","LearningPlatformUsefulnessDocumentation","LearningPlatformUsefulnessCourses","LearningPlatformUsefulnessProjects","LearningPlatformUsefulnessPodcasts","LearningPlatformUsefulnessSO","LearningPlatformUsefulnessTextbook","LearningPlatformUsefulnessTradeBook","LearningPlatformUsefulnessTutoring","LearningPlatformUsefulnessYouTube","CurrentJobTitleSelect","MLMethodNextYearSelect","WorkChallengeFrequencyPolitics","WorkChallengeFrequencyUnusedResults","WorkChallengeFrequencyUnusefulInstrumenting","WorkChallengeFrequencyDeployment","WorkChallengeFrequencyDirtyData","WorkChallengeFrequencyExplaining","WorkChallengeFrequencyPass","WorkChallengeFrequencyIntegration","WorkChallengeFrequencyTalent","WorkChallengeFrequencyDataFunds","WorkChallengeFrequencyDomainExpertise","WorkChallengeFrequencyML","WorkChallengeFrequencyTools","WorkChallengeFrequencyExpectations","WorkChallengeFrequencyITCoordination","WorkChallengeFrequencyHiringFunds","WorkChallengeFrequencyPrivacy","WorkChallengeFrequencyScaling","WorkChallengeFrequencyEnvironments","WorkChallengeFrequencyClarity","WorkChallengeFrequencyDataAccess","WorkChallengeFrequencyOtherSelect","WorkInternalVsExternalTools"
"6021",NA,NA,NA,NA,"Somewhat useful",NA,"Very useful",NA,"Very useful",NA,"Somewhat useful",NA,"Somewhat useful",NA,NA,NA,NA,NA,"Data Scientist","Deep learning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sometimes","More internal than external"
"6022",NA,NA,NA,NA,"Somewhat useful",NA,"Very useful",NA,NA,NA,"Very useful",NA,NA,"Very useful",NA,NA,NA,"Very useful","Engineer","Neural Nets",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Often","Do not know"
"6023",NA,NA,"Somewhat useful","Somewhat useful","Somewhat useful",NA,"Very useful","Somewhat useful",NA,"Very useful",NA,NA,NA,"Very useful",NA,NA,NA,NA,"Machine Learning Engineer","Deep learning",NA,NA,NA,NA,"Often","Sometimes",NA,NA,NA,NA,NA,"Often",NA,"Often",NA,NA,"Most of the time",NA,NA,"Often",NA,NA,"More internal than external"
"6024",NA,"Somewhat useful","Very useful","Very useful",NA,NA,"Very useful",NA,NA,"Somewhat useful","Very useful","Very useful",NA,"Somewhat useful","Somewhat useful",NA,NA,NA,"Software Developer/Software Engineer","Rule Induction",NA,NA,NA,NA,"Most of the time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Most of the time",NA,NA,NA,NA,NA,"More internal than external"
"6025","Very useful","Very useful","Somewhat useful",NA,NA,"Very useful",NA,NA,NA,"Somewhat useful",NA,NA,NA,"Very useful",NA,NA,NA,NA,"Data Scientist","Deep learning",NA,NA,NA,"Sometimes","Sometimes",NA,NA,"Sometimes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"More internal than external"
"6026",NA,NA,"Very useful","Somewhat useful",NA,"Somewhat useful",NA,NA,NA,NA,NA,"Very useful",NA,"Very useful",NA,NA,NA,"Very useful","Data Scientist","Deep learning",NA,NA,"Sometimes",NA,"Most of the time",NA,NA,NA,"Often",NA,NA,NA,NA,NA,"Often",NA,NA,NA,NA,NA,"Rarely",NA,"Entirely internal"
"6027",NA,"Very useful",NA,NA,"Very useful",NA,"Very useful",NA,NA,NA,"Very useful","Very useful",NA,NA,"Very useful",NA,NA,"Very useful","Data Scientist","Association Rules","Often",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Often",NA,NA,NA,NA,NA,NA,NA,"Entirely internal"
"6028","Somewhat useful","Very useful",NA,"Very useful","Somewhat useful","Very useful",NA,"Somewhat useful",NA,NA,"Somewhat useful","Very useful",NA,"Not Useful",NA,"Somewhat useful","Very useful","Very useful",NA,"Deep learning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6029",NA,"Somewhat useful",NA,NA,NA,NA,NA,"Very useful",NA,NA,NA,"Very useful",NA,NA,NA,NA,NA,"Somewhat useful","Software Developer/Software Engineer",NA,"Sometimes",NA,"Most of the time",NA,"Most of the time","Sometimes",NA,NA,NA,NA,NA,NA,NA,"Often",NA,NA,NA,NA,NA,"Most of the time",NA,NA,"Entirely internal"
"6030",NA,NA,"Somewhat useful",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Software Developer/Software Engineer","Deep learning",NA,NA,NA,"Sometimes","Often",NA,NA,NA,NA,"Often",NA,NA,"Often",NA,NA,NA,NA,NA,NA,"Often",NA,NA,"Approximately half internal and half external"
"6031",NA,"Very useful","Very useful",NA,"Somewhat useful",NA,"Very useful",NA,NA,NA,"Very useful",NA,NA,"Somewhat useful","Somewhat useful",NA,"Very useful","Somewhat useful",NA,"Deep learning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6032","Very useful","Somewhat useful",NA,"Somewhat useful",NA,NA,NA,NA,NA,"Somewhat useful","Somewhat useful","Very useful",NA,"Very useful","Very useful",NA,NA,NA,"Statistician","Bayesian Methods",NA,"Sometimes",NA,NA,NA,NA,NA,NA,"Often",NA,NA,NA,"Most of the time","Most of the time",NA,"Rarely",NA,NA,"Often",NA,NA,NA,"More internal than external"
"6033",NA,NA,NA,"Somewhat useful",NA,NA,"Somewhat useful",NA,"Somewhat useful",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Predictive Modeler","Neural Nets","Often",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Most of the time","More internal than external"
"6034",NA,"Very useful",NA,"Very useful",NA,NA,"Somewhat useful",NA,NA,NA,NA,"Somewhat useful","Somewhat useful",NA,NA,NA,NA,NA,"Data Scientist","Other","Often",NA,NA,NA,"Most of the time",NA,NA,NA,NA,NA,"Sometimes",NA,NA,NA,NA,NA,NA,NA,"Often",NA,NA,NA,"More internal than external"
"6035",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6036",NA,"Somewhat useful","Not Useful",NA,NA,NA,"Very useful","Very useful","Very useful",NA,"Very useful","Somewhat useful",NA,"Very useful","Somewhat useful",NA,NA,"Somewhat useful","Programmer","Neural Nets",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6037",NA,NA,NA,NA,"Very useful",NA,"Somewhat useful",NA,NA,NA,"Somewhat useful",NA,NA,"Somewhat useful",NA,NA,NA,NA,"Data Scientist","Deep learning",NA,NA,NA,NA,"Most of the time",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Most of the time",NA,NA,NA,NA,NA,"Often",NA,"More internal than external"
"6038","Very useful","Very useful",NA,NA,NA,NA,"Very useful","Somewhat useful","Very useful",NA,"Very useful",NA,NA,NA,NA,NA,"Not Useful","Very useful","Data Scientist","Deep learning",NA,"Often",NA,NA,"Most of the time","Most of the time",NA,NA,"Often",NA,NA,"Most of the time",NA,NA,NA,NA,"Often",NA,"Most of the time",NA,NA,NA,"More internal than external"
"6039",NA,NA,NA,"Somewhat useful","Somewhat useful","Somewhat useful","Very useful",NA,NA,"Somewhat useful",NA,"Very useful",NA,"Very useful","Very useful",NA,"Somewhat useful","Very useful","Researcher","Other",NA,NA,NA,NA,NA,NA,"Sometimes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"More internal than external"
"6040",NA,"Somewhat useful",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very useful",NA,"Very useful",NA,NA,NA,NA,"Engineer","Deep learning","Most of the time",NA,NA,NA,NA,"Most of the time",NA,NA,NA,NA,NA,NA,NA,"Often",NA,NA,NA,NA,NA,NA,"Often",NA,"Approximately half internal and half external"
"6041",NA,NA,NA,NA,"Very useful",NA,NA,NA,NA,NA,"Very useful",NA,NA,"Very useful","Somewhat useful",NA,NA,"Very useful","Data Scientist","Deep learning","Most of the time","Sometimes",NA,NA,NA,NA,NA,NA,"Most of the time",NA,NA,NA,NA,NA,"Most of the time","Most of the time",NA,NA,NA,NA,NA,NA,"More internal than external"
"6042",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Data Scientist","Deep learning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"More internal than external"
"6043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very useful",NA,NA,NA,"Somewhat useful",NA,NA,"Somewhat useful","Researcher","Association Rules","Sometimes",NA,NA,NA,"Sometimes",NA,NA,NA,"Often","Sometimes",NA,NA,NA,NA,"Often",NA,"Most of the time",NA,NA,NA,"Often",NA,"Approximately half internal and half external"
"6044",NA,NA,NA,NA,NA,NA,"Not Useful",NA,NA,NA,NA,NA,"Very useful",NA,"Very useful",NA,NA,NA,"Business Analyst","Time Series Analysis",NA,"Often",NA,NA,NA,"Sometimes",NA,NA,NA,NA,NA,NA,"Often",NA,"Often",NA,NA,NA,NA,NA,NA,NA,"Do not know"
"6045",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6046",NA,NA,NA,NA,NA,"Very useful",NA,NA,NA,NA,NA,NA,NA,"Very useful",NA,NA,NA,"Very useful","Data Scientist","Deep learning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sometimes",NA,NA,"Entirely internal"
"6047",NA,NA,NA,"Very useful",NA,NA,NA,NA,NA,"Not Useful",NA,"Very useful",NA,"Very useful",NA,NA,NA,NA,"Engineer","Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Often",NA,NA,NA,NA,NA,"Often","Often","Sometimes",NA,"More internal than external"
"6048",NA,NA,NA,NA,NA,NA,"Very useful",NA,NA,NA,"Very useful","Very useful",NA,"Very useful","Very useful",NA,NA,NA,"Predictive Modeler","Deep learning",NA,NA,NA,"Sometimes","Most of the time",NA,NA,NA,"Often",NA,NA,NA,NA,"Often","Often",NA,NA,NA,NA,NA,"Often",NA,"Entirely internal"
"6049",NA,"Somewhat useful",NA,NA,NA,NA,"Very useful",NA,NA,NA,"Very useful","Somewhat useful",NA,NA,NA,NA,NA,NA,"Scientist/Researcher","Neural Nets","Often",NA,"Sometimes",NA,"Often",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sometimes",NA,"Entirely internal"
"6050",NA,"Somewhat useful",NA,NA,NA,NA,"Somewhat useful",NA,NA,NA,"Very useful",NA,NA,NA,NA,NA,NA,"Somewhat useful","Programmer","Deep learning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6051",NA,NA,NA,NA,NA,NA,"Very useful",NA,NA,NA,"Very useful",NA,NA,"Very useful",NA,NA,NA,NA,"Other","Neural Nets",NA,"Sometimes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6052",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat useful","Very useful","Very useful",NA,"Very useful","Very useful",NA,NA,NA,"Data Analyst","Deep learning","Often",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Often",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Entirely internal"
"6053",NA,NA,NA,NA,NA,NA,"Very useful",NA,NA,"Very useful",NA,NA,NA,"Somewhat useful",NA,NA,NA,NA,"Predictive Modeler","Deep learning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sometimes","Often",NA,"More internal than external"
"6054","Somewhat useful","Very useful","Very useful","Somewhat useful","Somewhat useful",NA,"Very useful","Somewhat useful",NA,"Very useful","Very useful","Very useful",NA,"Very useful","Very useful",NA,NA,"Somewhat useful","Scientist/Researcher",NA,"Most of the time",NA,NA,NA,"Most of the time",NA,NA,"Often","Sometimes",NA,NA,NA,"Sometimes",NA,"Most of the time",NA,"Most of the time","Often","Most of the time",NA,"Sometimes",NA,"Approximately half internal and half external"
"6055",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6056",NA,NA,NA,NA,"Somewhat useful",NA,"Somewhat useful",NA,NA,NA,NA,NA,NA,NA,"Very useful",NA,NA,"Very useful","Scientist/Researcher","Deep learning","Sometimes",NA,NA,NA,"Often",NA,NA,NA,"Most of the time","Sometimes",NA,"Most of the time","Most of the time",NA,NA,NA,NA,NA,NA,NA,NA,NA,"More internal than external"
"6057",NA,"Very useful","Somewhat useful",NA,"Somewhat useful","Somewhat useful","Somewhat useful",NA,NA,NA,"Very useful","Very useful",NA,NA,NA,NA,"Somewhat useful",NA,"Programmer","Deep learning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6058",NA,"Somewhat useful","Very useful",NA,NA,NA,"Very useful",NA,NA,NA,NA,"Very useful",NA,"Very useful","Somewhat useful",NA,"Very useful","Somewhat useful","Scientist/Researcher","Deep learning",NA,NA,NA,NA,NA,"Sometimes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"More internal than external"
"6059",NA,"Very useful","Somewhat useful",NA,NA,NA,"Very useful",NA,NA,NA,NA,"Somewhat useful",NA,"Very useful",NA,NA,NA,"Somewhat useful","Other","Neural Nets",NA,NA,NA,NA,"Sometimes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Most of the time",NA,NA,"Often",NA,"Sometimes",NA,"More internal than external"
"6060",NA,"Somewhat useful",NA,"Somewhat useful",NA,NA,"Somewhat useful","Somewhat useful",NA,"Somewhat useful",NA,NA,NA,"Very useful",NA,NA,NA,"Somewhat useful","Data Analyst","Support Vector Machines (SVM)",NA,NA,NA,NA,NA,"Sometimes",NA,NA,"Most of the time","Often","Often",NA,NA,"Often","Often",NA,"Sometimes",NA,"Most of the time","Sometimes",NA,NA,"Approximately half internal and half external"
"6061",NA,NA,NA,NA,NA,NA,"Very useful",NA,NA,NA,"Very useful",NA,NA,"Very useful",NA,NA,NA,NA,"Scientist/Researcher","Deep learning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6062",NA,"Somewhat useful",NA,NA,NA,NA,NA,NA,NA,"Somewhat useful","Very useful","Very useful",NA,"Very useful",NA,NA,NA,NA,NA,"Monte Carlo Methods",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6063",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat useful",NA,"Very useful",NA,"Very useful","Very useful",NA,NA,NA,"Data Analyst","Text Mining","Sometimes",NA,NA,NA,"Often","Sometimes",NA,NA,"Most of the time",NA,NA,NA,NA,NA,"Often","Often",NA,NA,NA,"Often","Often",NA,"Entirely internal"
"6064",NA,"Somewhat useful","Somewhat useful","Somewhat useful",NA,"Somewhat useful",NA,NA,NA,NA,"Very useful","Very useful",NA,"Very useful","Somewhat useful",NA,NA,"Somewhat useful","Data Scientist","Neural Nets","Sometimes",NA,"Most of the time",NA,"Most of the time",NA,NA,NA,"Sometimes",NA,"Often",NA,"Sometimes","Sometimes","Sometimes",NA,NA,"Sometimes","Sometimes","Often","Most of the time",NA,"Entirely internal"
"6065",NA,"Somewhat useful","Very useful",NA,NA,NA,NA,NA,NA,NA,"Very useful","Very useful","Somewhat useful",NA,"Somewhat useful",NA,NA,"Somewhat useful","Engineer","Time Series Analysis",NA,NA,NA,NA,NA,NA,"Sometimes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Entirely internal"
"6066",NA,NA,NA,NA,NA,"Somewhat useful",NA,NA,NA,"Very useful","Very useful",NA,NA,"Very useful",NA,NA,NA,NA,"Data Analyst","Support Vector Machines (SVM)",NA,NA,NA,NA,NA,NA,NA,"Often",NA,NA,NA,NA,NA,NA,"Sometimes","Sometimes",NA,NA,NA,NA,NA,NA,"Entirely internal"
"6067",NA,NA,NA,"Somewhat useful",NA,NA,NA,NA,NA,"Very useful","Very useful",NA,NA,"Very useful",NA,NA,"Somewhat useful",NA,"Business Analyst","Time Series Analysis","Most of the time",NA,NA,"Sometimes","Most of the time","Often",NA,"Most of the time","Sometimes",NA,NA,NA,NA,"Most of the time","Most of the time",NA,"Sometimes","Often","Most of the time",NA,"Most of the time",NA,"Entirely internal"
"6068",NA,"Very useful",NA,NA,NA,NA,NA,NA,NA,NA,"Very useful",NA,NA,NA,"Very useful",NA,NA,NA,"Predictive Modeler",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Most of the time",NA,NA,NA,"Most of the time",NA,NA,"Most of the time",NA,NA,NA,NA,"Most of the time",NA,"Approximately half internal and half external"
"6069",NA,"Somewhat useful",NA,NA,"Somewhat useful",NA,"Somewhat useful",NA,NA,"Very useful","Somewhat useful","Somewhat useful",NA,NA,NA,NA,NA,NA,"Software Developer/Software Engineer","Neural Nets","Rarely","Rarely",NA,"Sometimes",NA,"Often",NA,"Rarely","Rarely",NA,"Rarely",NA,NA,"Often","Sometimes",NA,NA,"Sometimes","Sometimes","Sometimes",NA,NA,"More internal than external"
"6070",NA,NA,NA,NA,NA,NA,"Very useful",NA,NA,NA,"Very useful",NA,NA,NA,NA,NA,NA,"Very useful",NA,"Social Network Analysis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6071",NA,"Very useful",NA,NA,NA,NA,"Somewhat useful","Very useful",NA,NA,"Very useful","Somewhat useful",NA,"Very useful","Very useful",NA,NA,NA,"Data Scientist","Deep learning","Sometimes","Often",NA,NA,NA,NA,NA,"Often","Often",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"More external than internal"
"6072",NA,NA,"Somewhat useful",NA,NA,NA,"Somewhat useful",NA,NA,NA,NA,NA,NA,"Very useful","Very useful",NA,NA,NA,"Data Scientist","Deep learning",NA,NA,"Sometimes",NA,NA,"Often",NA,NA,"Often",NA,NA,NA,NA,NA,NA,NA,"Most of the time",NA,NA,NA,"Often",NA,"More external than internal"
"6073","Very useful","Very useful","Very useful",NA,NA,NA,"Very useful",NA,NA,NA,NA,"Very useful",NA,NA,"Very useful",NA,NA,NA,"Researcher","Anomaly Detection",NA,NA,NA,NA,NA,"Sometimes",NA,NA,"Often",NA,NA,NA,NA,NA,NA,NA,"Often",NA,NA,NA,NA,NA,"Entirely internal"
"6074",NA,NA,NA,NA,NA,"Somewhat useful","Very useful",NA,NA,NA,NA,NA,NA,"Very useful",NA,NA,NA,"Very useful","Engineer","Monte Carlo Methods",NA,NA,NA,NA,NA,NA,"Sometimes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Do not know"
"6075",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat useful","Statistician","Deep learning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6076","Very useful","Very useful",NA,NA,NA,NA,"Very useful",NA,NA,NA,NA,"Very useful",NA,"Very useful",NA,NA,NA,NA,"Software Developer/Software Engineer","Anomaly Detection",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6077",NA,NA,"Somewhat useful",NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat useful",NA,NA,NA,NA,"Somewhat useful",NA,"Researcher","Deep learning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6078","Very useful","Very useful","Somewhat useful",NA,"Very useful",NA,"Very useful",NA,NA,NA,"Very useful","Somewhat useful",NA,"Somewhat useful","Very useful",NA,NA,"Somewhat useful","Software Developer/Software Engineer","Text Mining",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6079","Somewhat useful",NA,"Very useful",NA,NA,"Very useful",NA,NA,NA,NA,"Very useful",NA,NA,"Somewhat useful","Somewhat useful",NA,NA,"Very useful",NA,"Monte Carlo Methods",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6080",NA,NA,NA,NA,"Somewhat useful",NA,"Somewhat useful",NA,"Somewhat useful",NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat useful","Statistician","Deep learning",NA,NA,NA,NA,"Sometimes","Sometimes",NA,NA,"Often",NA,NA,"Often","Often","Often",NA,NA,"Sometimes",NA,NA,NA,"Sometimes",NA,"More internal than external"
"6081","Very useful","Very useful",NA,NA,NA,NA,NA,NA,NA,NA,"Very useful",NA,NA,NA,NA,NA,NA,NA,"Data Analyst","Neural Nets",NA,NA,NA,NA,NA,NA,NA,NA,"Often",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Entirely internal"
"6082","Very useful",NA,NA,NA,NA,"Very useful",NA,NA,NA,NA,"Somewhat useful","Very useful",NA,"Somewhat useful","Very useful",NA,NA,NA,"Other","Deep learning",NA,NA,NA,NA,"Most of the time",NA,NA,NA,"Often",NA,NA,NA,NA,NA,NA,NA,"Sometimes","Sometimes","Most of the time","Often","Most of the time",NA,"More internal than external"
"6083",NA,"Very useful",NA,NA,NA,NA,NA,NA,NA,NA,"Very useful","Very useful",NA,"Very useful",NA,NA,NA,"Very useful",NA,"Ensemble Methods (e.g. boosting, bagging)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6084",NA,NA,"Somewhat useful",NA,NA,NA,"Somewhat useful",NA,NA,"Somewhat useful","Very useful",NA,NA,NA,NA,NA,NA,NA,NA,"Neural Nets",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6085","Very useful","Very useful","Very useful",NA,"Very useful",NA,"Very useful",NA,NA,"Somewhat useful","Very useful",NA,NA,NA,NA,NA,NA,"Somewhat useful",NA,"Deep learning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6086",NA,NA,NA,NA,"Very useful",NA,"Very useful",NA,NA,NA,NA,"Somewhat useful",NA,NA,NA,"Very useful",NA,NA,"Data Scientist","Deep learning",NA,NA,NA,NA,NA,NA,NA,NA,"Often",NA,"Often",NA,NA,NA,"Most of the time","Sometimes",NA,NA,NA,NA,NA,NA,"Approximately half internal and half external"
"6087",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very useful",NA,NA,NA,NA,NA,NA,NA,"Data Scientist","Deep learning",NA,NA,NA,"Often","Often",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"More internal than external"
"6088",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very useful",NA,NA,NA,NA,NA,NA,"Data Scientist","Ensemble Methods (e.g. boosting, bagging)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sometimes",NA,NA,NA,"Sometimes",NA,"Often",NA,NA,NA,NA,NA,"More external than internal"
"6089","Somewhat useful","Very useful",NA,NA,NA,NA,"Somewhat useful",NA,NA,"Somewhat useful","Very useful",NA,NA,"Very useful","Somewhat useful",NA,NA,NA,"Data Scientist","Time Series Analysis",NA,NA,"Often",NA,NA,"Sometimes",NA,NA,"Most of the time",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Often",NA,"Often",NA,"More external than internal"
"6090",NA,"Somewhat useful",NA,NA,NA,"Somewhat useful","Somewhat useful",NA,NA,NA,NA,NA,NA,NA,"Somewhat useful",NA,NA,NA,"Other","Anomaly Detection","Sometimes",NA,NA,NA,NA,"Often",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Often","Often",NA,"More internal than external"
"6091","Somewhat useful","Somewhat useful",NA,NA,"Very useful",NA,"Very useful",NA,NA,NA,NA,NA,NA,"Very useful","Somewhat useful",NA,"Somewhat useful",NA,"Statistician","Deep learning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sometimes",NA,NA,NA,NA,NA,"Sometimes",NA,NA,"More internal than external"
"6092",NA,NA,NA,NA,NA,NA,"Somewhat useful",NA,NA,NA,"Somewhat useful",NA,NA,NA,NA,NA,NA,"Very useful","Data Analyst","Rule Induction",NA,NA,NA,NA,"Most of the time",NA,NA,NA,NA,NA,NA,NA,"Sometimes",NA,NA,NA,NA,NA,NA,NA,"Often",NA,"Entirely internal"
"6093",NA,"Very useful","Somewhat useful",NA,NA,"Somewhat useful",NA,NA,NA,"Somewhat useful",NA,NA,NA,"Very useful",NA,NA,NA,NA,"Engineer","Social Network Analysis","Often",NA,NA,NA,"Most of the time",NA,NA,NA,"Often","Often",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sometimes","Most of the time","Approximately half internal and half external"
"6094",NA,NA,NA,NA,"Somewhat useful","Very useful",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other","Anomaly Detection",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6095",NA,"Very useful",NA,NA,NA,NA,"Very useful",NA,"Somewhat useful",NA,"Somewhat useful",NA,NA,NA,NA,NA,"Somewhat useful",NA,"Data Scientist","Deep learning","Often","Sometimes",NA,NA,"Most of the time","Sometimes",NA,"Sometimes",NA,"Sometimes","Sometimes",NA,"Sometimes",NA,NA,NA,NA,NA,"Most of the time","Often","Often",NA,"More internal than external"
"6096",NA,NA,NA,NA,NA,"Very useful",NA,NA,NA,NA,"Very useful",NA,NA,"Very useful",NA,NA,NA,NA,"Other","Neural Nets",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
